original_name,WPFG,source,chrono
Panicum paludosum,Tdr,Casanova_2024,14
Panicum simile,Tdr,Casanova_2024,14
Panicum sp.,Tdr,Casanova_2024,14
Paracaleana minor,Tdr,Casanova_2024,14
Parapholis incurva,Tdr,Casanova_2024,14
Parentucellia latifolia,Tda,Casanova_2024,14
Parentucellia viscosa,Tdr,Casanova_2024,14
Parietaria debilis,Tdr,Casanova_2024,14
Paronychia brasiliana ,Tda,Casanova_2024,14
Parsonsia straminea,Tdr,Casanova_2024,14
Paspalidium basicladum,Tdr,Casanova_2024,14
Paspalidium jubiflorum,Tda,Casanova_2024,14
Paspalidium sp.,ATe,Casanova_2024,14
Paspalum dilatatum,Tda,Casanova_2024,14
Paspalum distichum,ATe,Casanova_2024,14
Paspalum vaginatum,ATe,Casanova_2024,14
Patersonia fragilis,Tdr,Casanova_2024,14
Patersonia glabrata,Tda,Casanova_2024,14
Patersonia occidentalis,Tdr,Casanova_2024,14
Patersonia sericea,Tdr,Casanova_2024,14
Pelargonium australe,Tdr,Casanova_2024,14
Pelargonium littorale,Tda,Casanova_2024,14
Pelargonium sp.,Tdr,Casanova_2024,14
Pentameris airoides,Tdr,Casanova_2024,14
Peplidium foecundum,Tdr,Casanova_2024,14
Peplidiumn sp.,Tdr,Casanova_2024,14
Pericalymma ellipticum,ATw,Casanova_2024,14
Persicaria attenuata,ARp,Casanova_2024,14
Persicaria barbata,ATe,Casanova_2024,14
Persicaria decipens,ATe,Casanova_2024,14
Persicaria hydropiper,ATe,Casanova_2024,14
Persicaria lapathifolia,ATe,Casanova_2024,14
Persicaria orientalis,ATe,Casanova_2024,14
Persicaria prostrata,ATl,Casanova_2024,14
Persicaria sp.,ATe,Casanova_2024,14
Persicaria strigosa,ATe,Casanova_2024,14
Persoonia cornifolia,ARp,Casanova_2024,14
Persoonia daphnoides,Tdr,Casanova_2024,14
Persoonia juniperina,Tdr,Casanova_2024,14
Persoonia oleoides,Tdr,Casanova_2024,14
Persoonia procumbens,Tdr,Casanova_2024,14
Persoonia tenuifolia,Tdr,Casanova_2024,14
Persoonia virgata,Tdr,Casanova_2024,14
Petrophile canescens,Tdr,Casanova_2024,14
Petrophile linearis,Tdr,Casanova_2024,14
Petrorhagia dubia,Tdr,Casanova_2024,14
Phalaris aquatica,Tdr,Casanova_2024,14
Phalaris arundinacea,ATe,Casanova_2024,14
Phalaris canariensis,Tdr,Casanova_2024,14
Phalaris minor,Tda,Casanova_2024,14
Phalaris paradoxa,Tda,Casanova_2024,14
Phalaris sp.,Tda,Casanova_2024,14
Philonotus tenuis,ATl,Casanova_2024,14
Philydrum lanuginosum,ATe,Casanova_2024,14
Phlegmatospermum cochlearinum ,Tda,Casanova_2024,14
Phleum pratense,Tdr,Casanova_2024,14
Phragmites australis,ATe,Casanova_2024,14
Phyla canescens,ATl,Casanova_2024,14
Phyla nodiflora,ATl,Casanova_2024,14
Phyllanthus calycinus,Tdr,Casanova_2024,14
Phyllanthus lacunaris,Tda,Casanova_2024,14
Phyllanthus sp.,Tdr,Casanova_2024,14
Phyllanthus virgatus,Tdr,Casanova_2024,14
Phylloglossum drummondii,Tda,Casanova_2024,14
Phyllota phylicoides,Tdr,Casanova_2024,14
Physalis peruviana,Tdr,Casanova_2024,14
Phytolacca octandra,Tdr,Casanova_2024,14
Picris angustifolia,Tda,Casanova_2024,14
Picris angustifolia subsp. merxmuelleri,Tdr,Casanova_2024,14
Picris echioides,Tdr,Casanova_2024,14
Picris sp.,Tdr,Casanova_2024,14
Picris squarrosa ,Tdr,Casanova_2024,14
Pilularia novae-hollandiae,ATl,Casanova_2024,14
Pimelea argentea,Tdr,Casanova_2024,14
Pimelea flava,Tdr,Casanova_2024,14
Pimelea glauca,Tdr,Casanova_2024,14
Pimelea humilis,Tdr,Casanova_2024,14
Pimelea linifolia,Tdr,Casanova_2024,14
Pimelea linifolia subsp. linifolia,Tdr,Casanova_2024,14
Pimelea microcephala subsp. microcephala,Tdr,Casanova_2024,14
Pimelea octophylla,Tdr,Casanova_2024,14
Pimelea penicillaris,Tdr,Casanova_2024,14
Pimelea phylicoides,Tdr,Casanova_2024,14
Pimelea stricta,Tdr,Casanova_2024,14
Pimelea strigosa,Tda,Casanova_2024,14
Pimelea trichostachya,Tdr,Casanova_2024,14
Pimelia microcephala subsp. microcephala,Tdr,Casanova_2024,14
Pinus halepensis,Tdr,Casanova_2024,14
Pinus pinaster,Tdr,Casanova_2024,14
Pinus radiata,Tdr,Casanova_2024,14
Pittosporum angustifolium,Tdr,Casanova_2024,14
Pittosporum phillyreoides,Tdr,Casanova_2024,14
Plagiobothrys plurisepaleus,Tda,Casanova_2024,14
Plantago antarctica ,Tdr,Casanova_2024,14
Plantago coronopus,Tda,Casanova_2024,14
Plantago coronopus subsp. coronopus,Tdr,Casanova_2024,14
Plantago cunninghamii,Tdr,Casanova_2024,14
Plantago debilis,Tdr,Casanova_2024,14
Plantago drummondii,Tda,Casanova_2024,14
Plantago gaudichaudii,Tdr,Casanova_2024,14
Plantago lanceolata ,Tdr,Casanova_2024,14
Plantago lanceolata var. lanceolata,Tdr,Casanova_2024,14
Plantago major,Tdr,Casanova_2024,14
Plantago sp.,Tdr,Casanova_2024,14
Plantago turrifera,Tdr,Casanova_2024,14
Plantago varia,Tdr,Casanova_2024,14
Platylobium obtusangulum,Tdr,Casanova_2024,14
Platysace compressa,Tdr,Casanova_2024,14
Platysace ericoides,Tdr,Casanova_2024,14
Platysace heterophylla var. heterophylla,Tdr,Casanova_2024,14
Platytheca galioides,Tdr,Casanova_2024,14
Poa annua,Tda,Casanova_2024,14
Poa billardierei ,Tda,Casanova_2024,14
Poa clelandii,Tdr,Casanova_2024,14
Poa clivicola ,Tda,Casanova_2024,14
Poa costiniana ,Tda,Casanova_2024,14
Poa crassicaudex,Tdr,Casanova_2024,14
Poa fawcettiae,Tdr,Casanova_2024,14
Poa fax,Tdr,Casanova_2024,14
Poa fordeana,Tda,Casanova_2024,14
Poa helmsii,Tda,Casanova_2024,14
Poa labillardierei,Tda,Casanova_2024,14
Poa labillardierei var. labillardierei,Tda,Casanova_2024,14
Poa poiformis,Tda,Casanova_2024,14
Poa pratensis,Tdr,Casanova_2024,14
Poa sieberiana,Tdr,Casanova_2024,14
Poa sieberiana var. cyanophylla,Tdr,Casanova_2024,14
Poa sp. ,Tdr,Casanova_2024,14
Poa tenera,Tdr,Casanova_2024,14
Poa umbricola,Tdr,Casanova_2024,14
Podolepis capillaris,Tdr,Casanova_2024,14
Podolepis jaceoides,Tda,Casanova_2024,14
Podolepis lessonii,Tdr,Casanova_2024,14
Podotheca angustifolia,Tdr,Casanova_2024,14
Podotheca chrysantha,Tdr,Casanova_2024,14
Pogonolepis muelleriana,Tda,Casanova_2024,14
Polycalymma stuartii,Tdr,Casanova_2024,14
Polycarpaea arida,Tda,Casanova_2024,14
Polycarpon tetraphyllum,Tda,Casanova_2024,14
Polygonum arenastrum,Tda,Casanova_2024,14
Polygonum aviculare ,Tdr,Casanova_2024,14
Polygonum plebeium,Tda,Casanova_2024,14
Polypogon maritimus,ATe,Casanova_2024,14
Polypogon monspeliensis,ATe,Casanova_2024,14
Polypogon viridis,ATe,Casanova_2024,14
Polystichum proliferum,Tdr,Casanova_2024,14
Polytrichum perigoniale,Tda,Casanova_2024,14
Pomaderris flabellaris,Tdr,Casanova_2024,14
Pomax sp.,Tdr,Casanova_2024,14
Populus deltoides,Tdr,Casanova_2024,14
Poranthera ericoides,Tdr,Casanova_2024,14
Poranthera microphylla,Tdr,Casanova_2024,14
Portulaca bicolor,Tdr,Casanova_2024,14
Portulaca filifolia,Tdr,Casanova_2024,14
Portulaca intraterranea,Tdr,Casanova_2024,14
Portulaca oleracea,Tdr,Casanova_2024,14
Potamogeton cheesemanii,ARf,Casanova_2024,14
Potamogeton crispus,ARp,Casanova_2024,14
Potamogeton javanicus,ARf,Casanova_2024,14
Potamogeton ochreatus,Sk,Casanova_2024,14
Potamogeton sp.,Sk,Casanova_2024,14
Potamogeton sulcatus,ARp,Casanova_2024,14
Potamogeton tepperi,Sk,Casanova_2024,14
Potamogeton tricarinatus,ARf,Casanova_2024,14
Potentilla sp.,Tdr,Casanova_2024,14
Prasophyllum alpinum ,Tda,Casanova_2024,14
Prasophyllum australe,Tda,Casanova_2024,14
Prasophyllum frenchii,Tda,Casanova_2024,14
Prasophyllum pallidum,Tdr,Casanova_2024,14
Prasophyllum suttonii ,Tda,Casanova_2024,14
Pratia surrepens ,Tda,Casanova_2024,14
Prostanthera cuneata,Tda,Casanova_2024,14
Prostanthera saxicola,Tdr,Casanova_2024,14
Prostanthera serpyllifolia,Tdr,Casanova_2024,14
Prostanthera spinosa,Tdr,Casanova_2024,14
Prunella vulgaris,Tda,Casanova_2024,14
Pseudoraphis spinescens,ARp,Casanova_2024,14
Psilocaulon granulicaule,Tdr,Casanova_2024,14
Psilocaulon tenue,Tdr,Casanova_2024,14
Psoralea cinerea,ATe,Casanova_2024,14
Pteridium esculentum,Tda,Casanova_2024,14
Pteris tremula,Tdr,Casanova_2024,14
Pterocaulon sphacelatum,Tdr,Casanova_2024,14
Pterostylis cycnocephala,Tdr,Casanova_2024,14
Pterostylis falcata,ATl,Casanova_2024,14
Pterostylis furcata,ATl,Casanova_2024,14
Pterostylis nana,Tda,Casanova_2024,14
Pterostylis nutans,Tda,Casanova_2024,14
Pterostylis parviflora,Tdr,Casanova_2024,14
Pterostylis pedunculata,Tdr,Casanova_2024,14
Pterostylis scabrida ,Tda,Casanova_2024,14
Pterostylis sp. ,Tda,Casanova_2024,14
Pterostylis uliginosa,Tdr,Casanova_2024,14
Pterostylis x ingens,Tdr,Casanova_2024,14
Ptilothrix deusta ,Tda,Casanova_2024,14
Ptilotus gaudichaudii var.parviflorus,Tdr,Casanova_2024,14
Ptilotus leucocoma,Tdr,Casanova_2024,14
Ptilotus nobilis,Tdr,Casanova_2024,14
Ptilotus nobilis subsp. nobilis,Tdr,Casanova_2024,14
Ptilotus obovatus,Tdr,Casanova_2024,14
Ptilotus polystachyus,Tdr,Casanova_2024,14
Ptilotus sessilifolius,Tdr,Casanova_2024,14
Ptilotus spathulatus,Tdr,Casanova_2024,14
Ptilotus stirlingii,Tdr,Casanova_2024,14
Puccinellia distans,Tda,Casanova_2024,14
Puccinellia fasciculata,Tda,Casanova_2024,14
Puccinellia perlaxa,Tda,Casanova_2024,14
Pultenaea acerosa,Tdr,Casanova_2024,14
Pultenaea altissima,ATw,Casanova_2024,14
Pultenaea canaliculata,Tdr,Casanova_2024,14
Pultenaea daphnoides,Tdr,Casanova_2024,14
Pultenaea dentata,Tda,Casanova_2024,14
Pultenaea fasciculata,Tda,Casanova_2024,14
Pultenaea involucrata,Tdr,Casanova_2024,14
Pultenaea largiflorens,Tdr,Casanova_2024,14
Pultenaea laxiflora,Tda,Casanova_2024,14
Pultenaea myrtoides,Tda,Casanova_2024,14
Pultenaea pedunculata,Tdr,Casanova_2024,14
Pultenaea pycnocephala,Tdr,Casanova_2024,14
Pultenaea reticulata,ATw,Casanova_2024,14
Pultenaea retusa,Tda,Casanova_2024,14
Pultenaea scabra,Tdr,Casanova_2024,14
Pultenaea trinervis,Tda,Casanova_2024,14
Pultenaea villifera,Tda,Casanova_2024,14
Pultenaea villosa,Tdr,Casanova_2024,14
Pultenaea viscidula,Tdr,Casanova_2024,14
Pycnosorus chrysantha,Tda,Casanova_2024,14
Pycnosorus globosus,Tda,Casanova_2024,14
Pycnosorus pleiocephalus,Tdr,Casanova_2024,14
Pycnosorus thompsonianus,Tda,Casanova_2024,14
Ranunculus amphitrichus,ARf,Casanova_2024,14
Ranunculus collinus,Tda,Casanova_2024,14
Ranunculus diminutis,ATl,Casanova_2024,14
Ranunculus flammula,ARp,Casanova_2024,14
Ranunculus graniticola ,Tda,Casanova_2024,14
Ranunculus inundatus ,ATl,Casanova_2024,14
Ranunculus lappaceus,Tda,Casanova_2024,14
Ranunculus meristus,ATe,Casanova_2024,14
Ranunculus millanii ,ATl,Casanova_2024,14
Ranunculus muricatus,Tda,Casanova_2024,14
Ranunculus pachycarpus,Tdr,Casanova_2024,14
Ranunculus papulentus,ARf,Casanova_2024,14
Ranunculus pentandrus,ARf,Casanova_2024,14
Ranunculus pentandrus var. pentandrus,ARf,Casanova_2024,14
Ranunculus pentandrus var. platycarpus,Tda,Casanova_2024,14
Ranunculus pimpinellifolius ,Tda,Casanova_2024,14
Ranunculus pumilio ,Tda,Casanova_2024,14
Ranunculus pumilio var. politus,Tda,Casanova_2024,14
Ranunculus pumilio var. pumilio,Tda,Casanova_2024,14
Ranunculus repens,ATe,Casanova_2024,14
Ranunculus robertsonii ,Tda,Casanova_2024,14
Ranunculus sceleratus,ATe,Casanova_2024,14
Ranunculus sceleratus subsp. sceleratus,ATe,Casanova_2024,14
Ranunculus sessiliflorus,Tda,Casanova_2024,14
Ranunculus sessiliflorus var. pilulifer,Tda,Casanova_2024,14
Ranunculus sp.,Tdr,Casanova_2024,14
Ranunculus trilobus,Tda,Casanova_2024,14
Ranunculus undosus,ATe,Casanova_2024,14
Raphanus raphanistrum,Tda,Casanova_2024,14
Regelia inops,ATw,Casanova_2024,14
Reichardia tingitana,Tdr,Casanova_2024,14
Reseda luteola,Tdr,Casanova_2024,14
Rhadinothamnus anceps,ATw,Casanova_2024,14
Rhagodia baccata,Tdr,Casanova_2024,14
Rhagodia candolleana,Tdr,Casanova_2024,14
Rhagodia candolleana subsp. candolleana,Tdr,Casanova_2024,14
Rhagodia parabolica ,Tdr,Casanova_2024,14
Rhagodia spinescens,Tdr,Casanova_2024,14
Rhagodia ulicina,Tdr,Casanova_2024,14
Rhamnus alaternus,Tdr,Casanova_2024,14
Rhodanthe anthemoides,Tdr,Casanova_2024,14
Rhodanthe corymbiflora,Tdr,Casanova_2024,14
Rhodanthe floribunda,Tdr,Casanova_2024,14
Rhodanthe moschata,Tdr,Casanova_2024,14
Rhodanthe polygalifolia,Tdr,Casanova_2024,14
Rhodanthe pygmaeum,Tdr,Casanova_2024,14
Rhodanthe stricta,Tda,Casanova_2024,14
Rhodanthe stuartiana,Tdr,Casanova_2024,14
Rhodanthe tietkensii,Tdr,Casanova_2024,14
Rhynchospora brownii,ATe,Casanova_2024,14
Rhytidosporum diosmoides,Tdr,Casanova_2024,14
Rhytidosporum procumbens,Tdr,Casanova_2024,14
Riccardia ?wattsiana,Sk,Casanova_2024,14
Riccia duplex,Sr,Casanova_2024,14
Riccia fluitans,ARf,Casanova_2024,14
Ricciocarpos natans,ARf,Casanova_2024,14
Richea continentis ,ATe,Casanova_2024,14
Ricinus communis,Tdr,Casanova_2024,14
Romulea rosea,Tdr,Casanova_2024,14
Romulea rosea var. australis,Tdr,Casanova_2024,14
Rorippa eustylis,Tda,Casanova_2024,14
Rorippa laciniata,Tda,Casanova_2024,14
Rorippa nasturtium-aquaticum,ATe,Casanova_2024,14
Rorippa palustris,Tda,Casanova_2024,14
Rorippa sp.,Tda,Casanova_2024,14
Rosa canina,Tdr,Casanova_2024,14
Rosa rubiginosa,Tdr,Casanova_2024,14
Rostraria cristata,Tdr,Casanova_2024,14
Rostraria pumila,Tda,Casanova_2024,14
Rotala sp.,Tda,Casanova_2024,14
Rubus anglocandicans,Tda,Casanova_2024,14
Rubus laudatus,Tdr,Casanova_2024,14
Rubus parvifolius,Tdr,Casanova_2024,14
Rubus sp.,ATw,Casanova_2024,14
Rubus ulmifolius var. anoplothyrsus,ATe,Casanova_2024,14
Rubus ulmifolius var. ulmifolius,ATe,Casanova_2024,14
Rumex bidens,ARp,Casanova_2024,14
Rumex brownii,Tda,Casanova_2024,14
Rumex conglomeratus,Tda,Casanova_2024,14
Rumex crispus,ARp,Casanova_2024,14
Rumex crystallinus,Tda,Casanova_2024,14
Rumex dumosus ,ATe,Casanova_2024,14
Rumex hymenosepalus,ATe,Casanova_2024,14
Rumex obtusifolius,ATe,Casanova_2024,14
Rumex pulcher subsp. pulcher,Tda,Casanova_2024,14
Rumex sp.,Tda,Casanova_2024,14
Rumex tenax,Tda,Casanova_2024,14
Rumex X pratensis,ATe,Casanova_2024,14
Ruppia maritima,Sk,Casanova_2024,14
Ruppia megacarpa,Sk,Casanova_2024,14
Ruppia polycarpa,Sr,Casanova_2024,14
Ruppia sp.,Sk,Casanova_2024,14
Ruppia tuberosa,Sr,Casanova_2024,14
Rutidosis helichrysoides,Tdr,Casanova_2024,14
Rytidosperma alpicola,Tdr,Casanova_2024,14
Rytidosperma caespitosum,Tdr,Casanova_2024,14
Rytidosperma duttonianum,Tda,Casanova_2024,14
Rytidosperma erianthum,Tdr,Casanova_2024,14
Rytidosperma geniculatum,Tdr,Casanova_2024,14
Rytidosperma indutum,Tdr,Casanova_2024,14
Rytidosperma laeve,Tdr,Casanova_2024,14
Rytidosperma monticola,Tdr,Casanova_2024,14
Rytidosperma nudiflorum,Tdr,Casanova_2024,14
Rytidosperma pallidum,Tdr,Casanova_2024,14
Rytidosperma pilosum ,Tdr,Casanova_2024,14
Rytidosperma racemosum var. obtusatum,Tdr,Casanova_2024,14
Rytidosperma racemosum var. racemosum,Tdr,Casanova_2024,14
Rytidosperma semiannulare,Tdr,Casanova_2024,14
Rytidosperma setaceum ,Tdr,Casanova_2024,14
Rytidosperma sp.,Tdr,Casanova_2024,14
Rytidosperma tenuius ,Tdr,Casanova_2024,14
Sacciolepis indica,ATe,Casanova_2024,14
Sagina apetala,Tda,Casanova_2024,14
Sagina maritima,Tda,Casanova_2024,14
Sagina procumbens,Tda,Casanova_2024,14
Sagittaria platyphylla,ARp,Casanova_2024,14
Salix babylonica,ATw,Casanova_2024,14
Salix discolor,ATw,Casanova_2024,14
Salix fragilis,ATw,Casanova_2024,14
"Salix matsudana ""Tortuosa""",ATw,Casanova_2024,14
Salix nigra,ATw,Casanova_2024,14
Salix sp.,ATw,Casanova_2024,14
Salix X rubens,ATw,Casanova_2024,14
Salsola australis,Tdr,Casanova_2024,14
Salsola tragus,Tdr,Casanova_2024,14
Salsola tragus subsp. tragus ,Tdr,Casanova_2024,14
Salvia verbenaca,Tdr,Casanova_2024,14
Salvinia molesta,ARf,Casanova_2024,14
Samolus repens,Tda,Casanova_2024,14
Santalum lanceolatum,Tdr,Casanova_2024,14
Santalum sp.,Tdr,Casanova_2024,14
Sarcocornia blackiana,ATe,Casanova_2024,14
Sarcocornia quinqueflora,ATe,Casanova_2024,14
Sauropus trachyspermus,Tda,Casanova_2024,14
Scabiosa atropurpurea,Tdr,Casanova_2024,14
Scaevola aemula,Tdr,Casanova_2024,14
Scaevola albida,Tdr,Casanova_2024,14
Scaevola crassifolia,Tdr,Casanova_2024,14
Scaevola hookeri,Tdr,Casanova_2024,14
Scaevola parvibarbata,Tdr,Casanova_2024,14
Scaevola ramosissima,Tdr,Casanova_2024,14
Scaevola sp.,Tdr,Casanova_2024,14
Scaevola spinescens,Tdr,Casanova_2024,14
Schenkia australis,Tdr,Casanova_2024,14
Schinus areira,Tdr,Casanova_2024,14
Schismus barbatus,Tdr,Casanova_2024,14
Schizaea bifida,ATe,Casanova_2024,14
Schizaea fistulosa,ATe,Casanova_2024,14
Schoenoplectus dissachanthus,ATe,Casanova_2024,14
Schoenoplectus litoralis,Se,Casanova_2024,14
Schoenoplectus mucronatus,Se,Casanova_2024,14
Schoenoplectus pungens,ATe,Casanova_2024,14
Schoenoplectus validus,Se,Casanova_2024,14
Schoenus apogon,ATe,Casanova_2024,14
Schoenus breviculmis,ATe,Casanova_2024,14
Schoenus brevifolius,ATe,Casanova_2024,14
Schoenus carsei,ATe,Casanova_2024,14
Schoenus discifer,ATl,Casanova_2024,14
Schoenus fluitans,ARf,Casanova_2024,14
Schoenus laevigatus,ATe,Casanova_2024,14
Schoenus latelaminatus,ATe,Casanova_2024,14
Schoenus lepidosperma subsp. lepidosperma,Tda,Casanova_2024,14
Schoenus maschalinus,ATe,Casanova_2024,14
Schoenus melanostachys,Tda,Casanova_2024,14
Schoenus nitens,ATe,Casanova_2024,14
Schoenus paludosus,Tda,Casanova_2024,14
Schoenus sp.,ATe,Casanova_2024,14
Schoenus subfascicularis,ATe,Casanova_2024,14
Schoenus tenuissimus,Tda,Casanova_2024,14
Schoenus tesquorum,ATe,Casanova_2024,14
Schoenus turbinatus,Tda,Casanova_2024,14
Scholtzia involucrata,Tdr,Casanova_2024,14
Scirpus polystachyus,ATe,Casanova_2024,14
Scleranthus biflorus,Tdr,Casanova_2024,14
Scleranthus fasciculatus,Tdr,Casanova_2024,14
Scleranthus minusculus,Tda,Casanova_2024,14
Scleranthus sp.,Tda,Casanova_2024,14
Scleria sp.,Tdr,Casanova_2024,14
Scleroblitum atriplicinum,Tdr,Casanova_2024,14
Sclerochlamys brachyptera,Tda,Casanova_2024,14
Sclerolaena bicornis,Tdr,Casanova_2024,14
Sclerolaena bicornis var. bicornis,Tdr,Casanova_2024,14
Sclerolaena bicornis var. horrida,Tdr,Casanova_2024,14
Sclerolaena birchii,Tdr,Casanova_2024,14
Sclerolaena blackiana,Tdr,Casanova_2024,14
Sclerolaena brachyptera,Tdr,Casanova_2024,14
Sclerolaena calcarata,Tdr,Casanova_2024,14
Sclerolaena convexula,Tdr,Casanova_2024,14
Sclerolaena cuneata,Tdr,Casanova_2024,14
Sclerolaena decurrens,Tdr,Casanova_2024,14
Sclerolaena diacantha ,Tdr,Casanova_2024,14
Sclerolaena divaricata,Tdr,Casanova_2024,14
Sclerolaena limbata,Tdr,Casanova_2024,14
Sclerolaena muricata,Tdr,Casanova_2024,14
Sclerolaena muricata var. muricata,Tdr,Casanova_2024,14
Sclerolaena muricata var. semiglabra,Tdr,Casanova_2024,14
Sclerolaena muricata var. villosa,Tdr,Casanova_2024,14
Sclerolaena obliquicuspis,Tdr,Casanova_2024,14
Sclerolaena patenticuspis,Tdr,Casanova_2024,14
Sclerolaena sp.,Tdr,Casanova_2024,14
Sclerolaena stelligera,Tdr,Casanova_2024,14
Sclerolaena tricuspis,Tdr,Casanova_2024,14
Scorzonera laciniata,Tdr,Casanova_2024,14
Sebaea albidiflora,Tda,Casanova_2024,14
Sebaea ovata,Tda,Casanova_2024,14
Selaginella uliginosa,Tda,Casanova_2024,14
Selliera radicans,ATl,Casanova_2024,14
Senecio australis,Tda,Casanova_2024,14
Senecio bathurstianus,Tdr,Casanova_2024,14
Senecio behrianus,ATe,Casanova_2024,14
Senecio biserratus,Tdr,Casanova_2024,14
Senecio campylocarpus,Tda,Casanova_2024,14
Senecio cunninghamii,Tda,Casanova_2024,14
Senecio cunninghamii var. cunninghamii,Tda,Casanova_2024,14
Senecio diaschides,Tda,Casanova_2024,14
Senecio glomeratus,Tda,Casanova_2024,14
Senecio glomeratus subsp. glomeratus,Tda,Casanova_2024,14
Senecio glossanthus,Tdr,Casanova_2024,14
Senecio hispidulus,Tdr,Casanova_2024,14
Senecio minimus,Tda,Casanova_2024,14
Senecio odoratus,Tda,Casanova_2024,14
Senecio pectinatus var. major ,Tdr,Casanova_2024,14
Senecio picridioides,Tda,Casanova_2024,14
Senecio pinnatifolius,Tdr,Casanova_2024,14
Senecio pinnatifolius var. pinnatifolius,Tdr,Casanova_2024,14
Senecio prenanthoides,Tdr,Casanova_2024,14
Senecio psilocarpus,ATe,Casanova_2024,14
Senecio pterophorus,Tdr,Casanova_2024,14
Senecio quadridentatus,Tdr,Casanova_2024,14
Senecio runcinifolius,Tda,Casanova_2024,14
Senecio sp.,Tda,Casanova_2024,14
Senecio tenuiflorus,Tdr,Casanova_2024,14
Senna artemisioides subsp. filifolia,Tdr,Casanova_2024,14
Senna artemisioides subsp. sturtii,Tdr,Casanova_2024,14
Senna artemisioides subsp. zygophylla,Tdr,Casanova_2024,14
Sesbania cannabina var. cannabina,Tda,Casanova_2024,14
Setaria parviflora,Tdr,Casanova_2024,14
Setaria pumila,Tdr,Casanova_2024,14
Sherardia arvensis,Tda,Casanova_2024,14
Sida ammophila,Tdr,Casanova_2024,14
Sida corrugata,Tdr,Casanova_2024,14
Sida fibulifera,Tda,Casanova_2024,14
Sida intricata,Tdr,Casanova_2024,14
Sida platycalyx,Tdr,Casanova_2024,14
Sida sp.,Tdr,Casanova_2024,14
Sida trichopoda,Tda,Casanova_2024,14
Sigesbeckia orientalis subsp. orientalis ,Tda,Casanova_2024,14
Silene apetala,Tdr,Casanova_2024,14
Silene gallica var. gallica,Tdr,Casanova_2024,14
Silene nocturna,Tdr,Casanova_2024,14
Silene sp.,Tdr,Casanova_2024,14
Siloxerus filifolius,ATl,Casanova_2024,14
Siloxerus humifusus,ATl,Casanova_2024,14
Siloxerus multiflorus,ATl,Casanova_2024,14
Silybum marianum,Tdr,Casanova_2024,14
Sinapis alba,Tdr,Casanova_2024,14
Sirmuellera grandis,Tdr,Casanova_2024,14
Sisymbrium erysimoides,Tdr,Casanova_2024,14
Sisymbrium irio ,Tdr,Casanova_2024,14
Sisymbrium officinale,Tdr,Casanova_2024,14
Sisyrinchium iridifolium,Tdr,Casanova_2024,14
Sisyrinchium sp. A ,Tdr,Casanova_2024,14
Smilax australis,Tdr,Casanova_2024,14
Solanum aviculare,Tdr,Casanova_2024,14
Solanum esuriale,Tda,Casanova_2024,14
Solanum karsense ,Tda,Casanova_2024,14
Solanum laciniatum,Tda,Casanova_2024,14
Solanum lacunarium,Tda,Casanova_2024,14
Solanum nigrum,Tdr,Casanova_2024,14
Solanum oligacanthum,Tda,Casanova_2024,14
Solanum opacum,Tda,Casanova_2024,14
Solanum simile,Tdr,Casanova_2024,14
Solanum sp.,Tdr,Casanova_2024,14
Solanum symonii,Tda,Casanova_2024,14
Solenogyne dominii,Tdr,Casanova_2024,14
Soliva anthemifolia,Tdr,Casanova_2024,14
Soliva sessilis,Tda,Casanova_2024,14
Sonchus asper,Tdr,Casanova_2024,14
Sonchus hydrophilus,Tda,Casanova_2024,14
Sonchus oleraceus,Tdr,Casanova_2024,14
Sonchus sp.,Tda,Casanova_2024,14
Sorghum halepense,ATe,Casanova_2024,14
Sorghum leiocladum,Tdr,Casanova_2024,14
Sorghum sp.,Tdr,Casanova_2024,14
Sparaxis bulbifera,Tda,Casanova_2024,14
Spergularia brevifolia,Tda,Casanova_2024,14
Spergularia diandra,Tda,Casanova_2024,14
Spergularia marina,Tda,Casanova_2024,14
Spergularia media,Tda,Casanova_2024,14
Spergularia moorei,Tda,Casanova_2024,14
Spergularia rubra,Tdr,Casanova_2024,14
Spergularia sp.,Tda,Casanova_2024,14
Sphaeranthus indicus,Tda,Casanova_2024,14
Sphaerolobium minus,Tda,Casanova_2024,14
Sphaerolobium vimineum,Tda,Casanova_2024,14
Sphagneticola trilobata,Tda,Casanova_2024,14
Sphagnum cristatum,Se,Casanova_2024,14
Sphagnum novozelandicum,Se,Casanova_2024,14
Sphagnum sp.,Se,Casanova_2024,14
Spinifex sericeus,Tdr,Casanova_2024,14
Spiranthes sinensis,Se,Casanova_2024,14
Spirodela polyrhiza,ARf,Casanova_2024,14
Spirodela sp.,ARf,Casanova_2024,14
Sporobolus caroli,Tdr,Casanova_2024,14
Sporobolus creber,Tdr,Casanova_2024,14
Sporobolus elongatus,Tdr,Casanova_2024,14
Sporobolus mitchelli,Tda,Casanova_2024,14
Sporobolus sp.,Tdr,Casanova_2024,14
Sporobolus virginicus,ATe,Casanova_2024,14
Sprengelia incarnata,ATw,Casanova_2024,14
Sprengelia sprengelioides,ATw,Casanova_2024,14
Spyridium coactilifolium,Tdr,Casanova_2024,14
Spyridium globulosum,Tdr,Casanova_2024,14
Spyridium leucopogon,Tdr,Casanova_2024,14
Spyridium spathulatum,Tdr,Casanova_2024,14
Spyridium thymifolium,Tdr,Casanova_2024,14
Stackhousia annua,Tdr,Casanova_2024,14
