original_name,WPFG,source,chrono
Agrostis avenacea,ATe,Brock_1997,1
Alternanthera denticulata,Tda,Brock_1997,1
Amphibromus sinuatus,ATe,Brock_1997,1
Azolla filiculoides,ARf,Brock_1997,1
Carex gaudichaudiana,ATe,Brock_1997,1
Centaurium spicatum,Tda,Brock_1997,1
Centipeda minima,ATl,Brock_1997,1
Chara sp.,S,Brock_1997,1
Cirsium vulgare,Tdr,Brock_1997,1
Conyza bonariensis,Tda,Brock_1997,1
Crassula helmsii,ARp,Brock_1997,1
Cyperus sanguinolentus,ATe,Brock_1997,1
Elatine gratioloides,ARp,Brock_1997,1
Eleocharis acuta,ATe,Brock_1997,1
Eleocharis deitrichiana,ATe,Brock_1997,1
Eleocharis pusilla,ATe,Brock_1997,1
Eleocharis spacelata,ARp,Brock_1997,1
Eragrostis trachycarpha,Tda,Brock_1997,1
Geranium sp.,Tda,Brock_1997,1
Glyceria australis,ATe,Brock_1997,1
Gnapthalium sp.,Tdr,Brock_1997,1
Gratiola peruviana,Tda,Brock_1997,1
Hydrocotyle tripartita,ATl,Brock_1997,1
Hypericum japonicum,Tda,Brock_1997,1
Isoetes drummondii,S,Brock_1997,1
Isolepis fluitans,ARp,Brock_1997,1
Isotoma fluviatilis,ATl,Brock_1997,1
Juncus articulatus,ATe,Brock_1997,1
Juncus australis,Tda,Brock_1997,1
Juncus bufonius,Tda,Brock_1997,1
Juncus holoschoenus,ATe,Brock_1997,1
Lilaeopsis polyantha,ATe,Brock_1997,1
Limosella australis,ARp,Brock_1997,1
Lipocarpha microcephala,ATe,Brock_1997,1
Lythrum salicaria,ATe,Brock_1997,1
Marsilea sp.,ARp,Brock_1997,1
Modiola caroliniana,Tdr,Brock_1997,1
Myriophyllum variifolium,ARp,Brock_1997,1
Myriophyllum verrucosum,ARp,Brock_1997,1
Najas tenuifolia,S,Brock_1997,1
Nitella sp.,S,Brock_1997,1
Nymphoides montana,ARf,Brock_1997,1
Panicum gilvum,Tda,Brock_1997,1
Paspalum distichum,ATe,Brock_1997,1
Persicaria hydropiper,ATe,Brock_1997,1
Persicaria lapathifolia,ATe,Brock_1997,1
Polygonum arenastrum,Tdr,Brock_1997,1
Portulaca oleracea,Tdr,Brock_1997,1
Potamogeton ochreatus,S,Brock_1997,1
Potamogeton tricarinatus,ARp,Brock_1997,1
Ranunculus inundatus,ATe,Brock_1997,1
Rorippa palustris,Tda,Brock_1997,1
Rumex crispus,Tda,Brock_1997,1
Schoenus apogon,ATe,Brock_1997,1
Stellaria angustifolia,Tda,Brock_1997,1
Trifolium sp.,Tda,Brock_1997,1
Typha orientalis,ATe,Brock_1997,1
Utricularia australis,ARp,Brock_1997,1
Utricularia dichotoma,ATl,Brock_1997,1
Vallisneria gigantea,S,Brock_1997,1
Agrostis avenacea,ATe,Casanova_2000,2
Alternanthera nana,Tda,Casanova_2000,2
Amphibromus sp.,ATe,Casanova_2000,2
Bidens pilosa,Tdr,Casanova_2000,2
Bromus catharticus,Tdr,Casanova_2000,2
Carex sp.,ATe,Casanova_2000,2
Centaurium erythraea,Tda,Casanova_2000,2
Centipeda minima,ATl,Casanova_2000,2
Chara fibrosa,S,Casanova_2000,2
Chara muelleri,S,Casanova_2000,2
Chenopodium pumilio,Tdr,Casanova_2000,2
Cirsium vulgare,Tdr,Casanova_2000,2
Conyza bonariensis,Tda,Casanova_2000,2
Crassula helmsii,ARp,Casanova_2000,2
Cynodon dactylon,Tdr,Casanova_2000,2
Cyperus eragrostis,ATe,Casanova_2000,2
Cyperus sanguinolentus,ATe,Casanova_2000,2
Cyperus sp,ATe,Casanova_2000,2
Echinochloa crus-galli,Tda,Casanova_2000,2
Elatine gratioloides,ARp,Casanova_2000,2
Eleocharis acuta,ATe,Casanova_2000,2
Eleocharis deitrichiana,ATe,Casanova_2000,2
Eleocharis pusilla,ATe,Casanova_2000,2
Eleusine tristachia,Tdr,Casanova_2000,2
Eragrostis trachycarpha,Tda,Casanova_2000,2
Geranium sp.,Tdr,Casanova_2000,2
Glossostigma cleistanthum,ARp,Casanova_2000,2
Glyceria australis,ATe,Casanova_2000,2
Gnapthalium spp,Tdr,Casanova_2000,2
Holcus lanatus,Tda,Casanova_2000,2
Hydrocotyle tripartita,ATl,Casanova_2000,2
Hyperchoerus radicata,Tdr,Casanova_2000,2
Hypericum japonicum,Tda,Casanova_2000,2
Isoetes muelleri,S,Casanova_2000,2
Isolepis sp.,ARp,Casanova_2000,2
Isotoma fluviatilis,ATl,Casanova_2000,2
Juncus articulatus,ATe,Casanova_2000,2
Juncus bufonius,Tda,Casanova_2000,2
Juncus pin,Tda,Casanova_2000,2
Lilaeopsis polyantha,ATe,Casanova_2000,2
Limosella australis,ARp,Casanova_2000,2
Lipocarpha microcephala,ATe,Casanova_2000,2
Lythrum salicaria,ATe,Casanova_2000,2
Marsilea mutica,ARp,Casanova_2000,2
Medicago sp.,Tda,Casanova_2000,2
Mimulus peruviana,ATe,Casanova_2000,2
Modiola caroliniana,Tdr,Casanova_2000,2
Myriophyllum variifolium,ARp,Casanova_2000,2
Myriophyllum verrucosum,ARp,Casanova_2000,2
Najas tenuifolia,S,Casanova_2000,2
Nitella cristata,S,Casanova_2000,2
Nitella sonderi,S,Casanova_2000,2
Nitella subtilissima,S,Casanova_2000,2
Oxalis sp.,Tdr,Casanova_2000,2
Panicum gilvum,Tda,Casanova_2000,2
Paronychia brasiliana,Tdr,Casanova_2000,2
Persicaria decipiens,ATe,Casanova_2000,2
Persicaria hydropiper,ATe,Casanova_2000,2
Persicaria prostrata,Tda,Casanova_2000,2
Plantago lanceolata,Tdr,Casanova_2000,2
Polygonum arviculare,Tdr,Casanova_2000,2
Polygonum plebium,Tdr,Casanova_2000,2
Portulaca oleracea,Tdr,Casanova_2000,2
Potamogeton tricarinatus,ARp,Casanova_2000,2
Ricciocarpus natans,ARf,Casanova_2000,2
Rorippa palustris,Tda,Casanova_2000,2
Rumex crispus,Tda,Casanova_2000,2
Schoenoplectus validus,ATe,Casanova_2000,2
Schoenus apogon,ATe,Casanova_2000,2
Sonchus oleraceus,Tdr,Casanova_2000,2
Trifolium sp.,Tda,Casanova_2000,2
Typha orientalis,ATe,Casanova_2000,2
Acacia cyclops,Tdr,Nicol_2008,3
Acacia longifolia ssp.,Tdr,Nicol_2008,3
Acacia longifolia ssp. longifolia,Tdr,Nicol_2008,3
Acacia longifolia ssp. sophorae,Tdr,Nicol_2008,3
Acacia melanoxylon,Tdr,Nicol_2008,3
Acacia myrtifolia,Tdr,Nicol_2008,3
Acacia myrtifolia var.,Tdr,Nicol_2008,3
Acacia myrtifolia var. angustifolia,Tdr,Nicol_2008,3
Acacia myrtifolia var. myrtifolia,Tdr,Nicol_2008,3
Acacia myrtifolia(NC),Tdr,Nicol_2008,3
Acacia paradoxa,Tdr,Nicol_2008,3
Acacia paradoxa hybrid,Tdr,Nicol_2008,3
Acacia provincialis,ATw,Nicol_2008,3
Acacia pycnantha,Tdr,Nicol_2008,3
Acacia retinodes,ATw,Nicol_2008,3
Acacia retinodes var.,ATw,Nicol_2008,3
Acacia retinodes var. retinodes(NC),ATw,Nicol_2008,3
Acacia sp.,Tdr,Nicol_2008,3
Acacia spinescens,Tdr,Nicol_2008,3
Acacia stenophylla,ATw,Nicol_2008,3
Acacia verniciflua,Tda,Nicol_2008,3
Acacia verticillata ssp. ovoidea,Tdr,Nicol_2008,3
Acaena echinata,Tdr,Nicol_2008,3
Acaena echinata var.,Tdr,Nicol_2008,3
Acaena echinata var. echinata,Tdr,Nicol_2008,3
Acaena echinata var. retrorsumpilosa,Tdr,Nicol_2008,3
Acaena echinata var. robusta,Tdr,Nicol_2008,3
Acaena echinata var. subglabricalyx,Tdr,Nicol_2008,3
Acaena echinata var. tylacantha,Tdr,Nicol_2008,3
Acaena novae-zelandiae,Tdr,Nicol_2008,3
Acaena ovina,Tdr,Nicol_2008,3
Acaena ovina var. velutina,Tdr,Nicol_2008,3
Acaena sp.,Tdr,Nicol_2008,3
Acaena X anserovina,Tdr,Nicol_2008,3
Acetosa sagittata,ATe,Nicol_2008,3
Acetosa sp.,ATe,Nicol_2008,3
Acetosella vulgaris,Tdr,Nicol_2008,3
Acianthus caudatus var.,Tdr,Nicol_2008,3
Acianthus caudatus var. caudatus,Tdr,Nicol_2008,3
Acianthus caudatus var. pallidus,Tdr,Nicol_2008,3
Acianthus pusillus,Tdr,Nicol_2008,3
Acianthus sp.,Tdr,Nicol_2008,3
Acrotriche patula,ATw,Nicol_2008,3
Acrotriche serrulata,ATw,Nicol_2008,3
Acrotriche sp.,ATw,Nicol_2008,3
Adenanthos sp.,Tdr,Nicol_2008,3
Adenanthos terminalis,Tdr,Nicol_2008,3
Adiantum aethiopicum,Tda,Nicol_2008,3
Adiantum capillus-veneris,Tda,Nicol_2008,3
Adiantum sp.,Tda,Nicol_2008,3
Agave sp.,Tdr,Nicol_2008,3
Agrostis aemula,Tdr,Nicol_2008,3
Agrostis aequata,Tdr,Nicol_2008,3
Agrostis avenacea var.,ATe,Nicol_2008,3
Agrostis avenacea var. avenacea,ATe,Nicol_2008,3
Agrostis avenacea var. perennis,ATe,Nicol_2008,3
Agrostis capillaris,Tdr,Nicol_2008,3
Agrostis gigantea,Tdr,Nicol_2008,3
Agrostis rudis,Tdr,Nicol_2008,3
Agrostis sp.,ATe,Nicol_2008,3
Agrostis stolonifera,Tdr,Nicol_2008,3
Agrostis venusta,Tdr,Nicol_2008,3
Aira cupaniana,Tdr,Nicol_2008,3
Aira praecox,Tdr,Nicol_2008,3
Aira sp.,Tdr,Nicol_2008,3
Alisma lanceolatum,Se,Nicol_2008,3
Alisma lanceolatum,Se,Nicol_2008,3
Alisma plantago-aquatica,Se,Nicol_2008,3
Allocasuarina mackliniana ssp.,Tda,Nicol_2008,3
Allocasuarina mackliniana ssp. mackliniana,Tda,Nicol_2008,3
Allocasuarina mackliniana ssp. xerophila,Tda,Nicol_2008,3
Allocasuarina muelleriana ssp.,Tdr,Nicol_2008,3
Allocasuarina muelleriana ssp. alticola,Tdr,Nicol_2008,3
Allocasuarina muelleriana ssp. muelleriana,Tdr,Nicol_2008,3
Allocasuarina muelleriana ssp. notocolpica,Tdr,Nicol_2008,3
Allocasuarina paludosa,ATw,Nicol_2008,3
Allocasuarina pusilla,Tda,Nicol_2008,3
Allocasuarina sp.,Tdr,Nicol_2008,3
Allocasuarina striata,Tda,Nicol_2008,3
Allocasuarina verticillata,Tdr,Nicol_2008,3
Alternanthera denticulata,Tda,Nicol_2008,3
Alternanthera nodiflora,Tdr,Nicol_2008,3
Ammophila arenaria,Tdr,Nicol_2008,3
Amphibromus archeri,Tda,Nicol_2008,3
Amphibromus macrorhinus,Tda,Nicol_2008,3
Amphibromus neesii,Tda,Nicol_2008,3
Amphibromus nervosus,Tda,Nicol_2008,3
Amphibromus pithogastrus,Tda,Nicol_2008,3
Amphibromus recurvatus,Tda,Nicol_2008,3
Amphibromus sinuatus,Tda,Nicol_2008,3
Amphibromus sp.,Tda,Nicol_2008,3
Amphipogon caricinus var. caricinus,Tdr,Nicol_2008,3
Amphipogon sp.,Tda,Nicol_2008,3
Amphipogon strictus,Tda,Nicol_2008,3
Amyema fitzgeraldii,Tdr,Nicol_2008,3
Amyema gibberula var. gibberula,Tdr,Nicol_2008,3
Amyema hilliana,Tdr,Nicol_2008,3
Amyema linophylla ssp. orientalis,Tdr,Nicol_2008,3
Amyema maidenii ssp. maidenii,Tdr,Nicol_2008,3
Amyema melaleucae,Tdr,Nicol_2008,3
Amyema miquelii,Tdr,Nicol_2008,3
Amyema miraculosa ssp. boormanii,Tdr,Nicol_2008,3
Amyema pendula ssp. pendula,Tdr,Nicol_2008,3
Amyema preissii,Tdr,Nicol_2008,3
Amyema quandang var. bancroftii(NC),Tdr,Nicol_2008,3
Amyema quandang var. quandang,Tdr,Nicol_2008,3
Amyema sanguinea var. sanguinea,Tdr,Nicol_2008,3
Amyema sp.,Tdr,Nicol_2008,3
Anagallis arvensis,Tda,Nicol_2008,3
Anogramma leptophylla,ARp,Nicol_2008,3
Anthoxanthum odoratum,ARp,Nicol_2008,3
Aphelia gracilis,Tda,Nicol_2008,3
Aphelia pumilio,Tdr,Nicol_2008,3
Apium graveolens,Tdr,Nicol_2008,3
Apium prostratum var.,Tdr,Nicol_2008,3
Apium prostratum var. filiforme,Tdr,Nicol_2008,3
Apium prostratum var. prostratum,Tda,Nicol_2008,3
Apium prostratum(NC),Tdr,Nicol_2008,3
Apium sp.,Tdr,Nicol_2008,3
Apodasmia brownii,ATe,Nicol_2008,3
Aponogeton distachyos,Sk,Nicol_2008,3
Arctotheca calendula,Tda,Nicol_2008,3
Arctotheca populifolia,Tdr,Nicol_2008,3
Arctotheca sp.,Tda,Nicol_2008,3
Arthropodium aff. minus(NC),Tdr,Nicol_2008,3
Arthropodium fimbriatum,Tdr,Nicol_2008,3
Arthropodium milleflorum,Tdr,Nicol_2008,3
Arthropodium minus,Tdr,Nicol_2008,3
Arthropodium sp.,Tdr,Nicol_2008,3
Arthropodium strictum,Tdr,Nicol_2008,3
Arum italicum,ARp,Nicol_2008,3
Arundo donax,ATe,Nicol_2008,3
Asphodelus fistulosus,Tdr,Nicol_2008,3
Asphodelus sp.,Tdr,Nicol_2008,3
Asphodelus sp.(NC),Tdr,Nicol_2008,3
Asplenium flabellifolium,ARp,Nicol_2008,3
Asplenium sp.,ARp,Nicol_2008,3
Aster subulatus,ATe,Nicol_2008,3
Astroloma conostephioides,Tdr,Nicol_2008,3
Astroloma humifusum,Tdr,Nicol_2008,3
Astroloma sp.,Tdr,Nicol_2008,3
Atriplex acutibractea ssp.,Tdr,Nicol_2008,3
Atriplex acutibractea ssp. acutibractea,Tdr,Nicol_2008,3
Atriplex acutibractea ssp. karoniensis,Tdr,Nicol_2008,3
Atriplex acutiloba,Tdr,Nicol_2008,3
Atriplex angulata,Tdr,Nicol_2008,3
Atriplex australasica,Tdr,Nicol_2008,3
Atriplex cinerea,Tdr,Nicol_2008,3
Atriplex cordifolia,Tdr,Nicol_2008,3
Atriplex crassipes var. crassipes,Tdr,Nicol_2008,3
Atriplex cryptocarpa,Tdr,Nicol_2008,3
Atriplex eardleyae,Tdr,Nicol_2008,3
Atriplex eichleri,Tdr,Nicol_2008,3
Atriplex elachophylla,Tdr,Nicol_2008,3
Atriplex fissivalvis,Tdr,Nicol_2008,3
Atriplex holocarpa,Tdr,Nicol_2008,3
Atriplex humifusa,Tdr,Nicol_2008,3
Atriplex incrassata,Tdr,Nicol_2008,3
Atriplex intermedia,Tdr,Nicol_2008,3
Atriplex kochiana,Tdr,Nicol_2008,3
Atriplex leptocarpa,Tdr,Nicol_2008,3
Atriplex limbata,Tdr,Nicol_2008,3
Atriplex lindleyi ssp.,Tdr,Nicol_2008,3
Atriplex lindleyi ssp. conduplicata,Tdr,Nicol_2008,3
Atriplex lindleyi ssp. inflata,Tdr,Nicol_2008,3
Atriplex lindleyi ssp. lindleyi,Tdr,Nicol_2008,3
Atriplex lindleyi ssp. quadripartita,Tdr,Nicol_2008,3
Atriplex lindleyi(NC),Tdr,Nicol_2008,3
Atriplex lobativalvis,Tdr,Nicol_2008,3
Atriplex macropterocarpa,Tdr,Nicol_2008,3
Atriplex morrisii,Tdr,Nicol_2008,3
Atriplex muelleri,Tdr,Nicol_2008,3
Atriplex nessorhina,Tdr,Nicol_2008,3
Atriplex nummularia ssp.,Tdr,Nicol_2008,3
Atriplex nummularia ssp. nummularia,Tdr,Nicol_2008,3
Atriplex nummularia ssp. omissa,Tdr,Nicol_2008,3
Atriplex nummularia ssp. spathulata,Tdr,Nicol_2008,3
Atriplex obconica,Tdr,Nicol_2008,3
Atriplex paludosa ssp.,Tdr,Nicol_2008,3
Atriplex paludosa ssp. cordata,Tdr,Nicol_2008,3
Atriplex paludosa ssp. paludosa,Tdr,Nicol_2008,3
Atriplex papillata,Tdr,Nicol_2008,3
Atriplex patula,Tdr,Nicol_2008,3
Atriplex prostrata,Tda,Nicol_2008,3
Atriplex pseudocampanulata,Tdr,Nicol_2008,3
Atriplex pumilio,Tdr,Nicol_2008,3
Atriplex quadrivalvata var.,Tdr,Nicol_2008,3
Atriplex quadrivalvata var. quadrivalvata,Tdr,Nicol_2008,3
Atriplex quadrivalvata var. sessilifolia,Tdr,Nicol_2008,3
Atriplex quinii,Tdr,Nicol_2008,3
Atriplex rhagodioides,Tdr,Nicol_2008,3
Atriplex semibaccata,Tdr,Nicol_2008,3
Atriplex sp.,Tdr,Nicol_2008,3
Atriplex spongiosa,Tdr,Nicol_2008,3
Atriplex stipitata,Tdr,Nicol_2008,3
Atriplex sturtii(NC),Tdr,Nicol_2008,3
Atriplex suberecta,Tdr,Nicol_2008,3
Atriplex turbinata,Tdr,Nicol_2008,3
Atriplex undulata,Tdr,Nicol_2008,3
Atriplex velutinella,Tdr,Nicol_2008,3
Atriplex vesicaria,Tdr,Nicol_2008,3
Atriplex vesicaria ssp.,Tdr,Nicol_2008,3
Atriplex vesicaria ssp. appendiculata,Tdr,Nicol_2008,3
Atriplex vesicaria ssp. calcicola,Tdr,Nicol_2008,3
Atriplex vesicaria ssp. macrocystidia,Tdr,Nicol_2008,3
Atriplex vesicaria ssp. sphaerocarpa,Tdr,Nicol_2008,3
Atriplex vesicaria ssp. variabilis,Tdr,Nicol_2008,3
Atriplex vesicaria(NC),Tdr,Nicol_2008,3
Austrodanthonia sp.,Tdr,Nicol_2008,3
Austrostipa elegantissima,Tdr,Nicol_2008,3
Austrostipa macalpinei,Tdr,Nicol_2008,3
Austrostipa mollis,Tdr,Nicol_2008,3
Austrostipa mollis group,Tdr,Nicol_2008,3
Austrostipa muelleri,Tdr,Nicol_2008,3
Austrostipa multispiculis,Tdr,Nicol_2008,3
Austrostipa mundula,Tdr,Nicol_2008,3
Austrostipa nitida,Tdr,Nicol_2008,3
Austrostipa nitida X Austrostipa nullanulla,Tdr,Nicol_2008,3
Austrostipa nodosa,Tdr,Nicol_2008,3
Austrostipa nullanulla,Tdr,Nicol_2008,3
Austrostipa oligostachya,Tdr,Nicol_2008,3
Austrostipa petraea,Tdr,Nicol_2008,3
Austrostipa pilata,Tdr,Nicol_2008,3
Austrostipa platychaeta,Tdr,Nicol_2008,3
Austrostipa plumigera,Tdr,Nicol_2008,3
Austrostipa puberula,Tdr,Nicol_2008,3
Austrostipa pubinodis,Tdr,Nicol_2008,3
Austrostipa scabra group,Tdr,Nicol_2008,3
Austrostipa scabra ssp.,Tdr,Nicol_2008,3
Austrostipa scabra ssp. falcata,Tdr,Nicol_2008,3
Austrostipa scabra ssp. scabra,Tdr,Nicol_2008,3
Austrostipa semibarbata,Tdr,Nicol_2008,3
Austrostipa setacea,Tdr,Nicol_2008,3
Austrostipa sp.,Tdr,Nicol_2008,3
Austrostipa stipoides,Tdr,Nicol_2008,3
Austrostipa stuposa,Tdr,Nicol_2008,3
Austrostipa tenuifolia,Tdr,Nicol_2008,3
Austrostipa trichophylla,Tdr,Nicol_2008,3
Austrostipa tuckeri,Tdr,Nicol_2008,3
Austrostipa velutina,Tdr,Nicol_2008,3
Austrostipa vickeryana,Tdr,Nicol_2008,3
Avena barbata,Tdr,Nicol_2008,3
Avena barbata/fatua,Tdr,Nicol_2008,3
Avena fatua,Tdr,Nicol_2008,3
Avena sativa,Tdr,Nicol_2008,3
Avena sp.,Tdr,Nicol_2008,3
Avena sterilis ssp. ludoviciana,Tdr,Nicol_2008,3
Avicennia marina ssp. australasica,Se,Nicol_2008,3
Avicennia marina ssp. marina,Se,Nicol_2008,3
Avicennia marina(NC),Se,Nicol_2008,3
Azolla filiculoides,ARf,Nicol_2008,3
Azolla pinnata,ARf,Nicol_2008,3
Azolla sp.,ARf,Nicol_2008,3
Banksia formosa,Tdr,Nicol_2008,3
Banksia marginata,Tda,Nicol_2008,3
Banksia ornata,Tdr,Nicol_2008,3
Banksia sp.,Tdr,Nicol_2008,3
Banksia undata var. undata,Tdr,Nicol_2008,3
Bauera rubioides,ATe,Nicol_2008,3
Bauera sessiliflora,ATe,Nicol_2008,3
Baumea acuta,ATe,Nicol_2008,3
Baumea arthrophylla,ATe,Nicol_2008,3
Baumea articulata,ATe,Nicol_2008,3
Baumea gunnii,ATe,Nicol_2008,3
Baumea juncea,ATe,Nicol_2008,3
Baumea laxa,ATe,Nicol_2008,3
Baumea rubiginosa,ATe,Nicol_2008,3
Baumea sp.,ATe,Nicol_2008,3
Baumea tetragona,ATe,Nicol_2008,3
Berula erecta,ATe,Nicol_2008,3
Billardiera bignoniacea,Tdr,Nicol_2008,3
Billardiera cymosa,Tdr,Nicol_2008,3
Billardiera cymosa ssp.,Tdr,Nicol_2008,3
Billardiera cymosa ssp. cymosa,Tdr,Nicol_2008,3
Billardiera cymosa ssp. pseudocymosa,Tdr,Nicol_2008,3
Billardiera cymosa/versicolor,Tdr,Nicol_2008,3
Billardiera heterophylla,Tdr,Nicol_2008,3
Billardiera scandens var. scandens,Tdr,Nicol_2008,3
Billardiera sericophora,Tdr,Nicol_2008,3
Billardiera sp.,Tdr,Nicol_2008,3
Billardiera sp. Yorke Peninsula (P.C.Heyligers 80164),Tdr,Nicol_2008,3
Billardiera uniflora,Tdr,Nicol_2008,3
Billardiera versicolor,Tdr,Nicol_2008,3
Blechnum chambersii,ATe,Nicol_2008,3
Blechnum minus,ATe,Nicol_2008,3
Blechnum minus/wattsii,ATe,Nicol_2008,3
Blechnum nudum,ATe,Nicol_2008,3
Blechnum sp.,ATe,Nicol_2008,3
Blechnum wattsii,ATe,Nicol_2008,3
Bolboschoenus caldwellii,Se,Nicol_2008,3
Bolboschoenus fluviatilis,Se,Nicol_2008,3
Bolboschoenus medianus,Se,Nicol_2008,3
Bolboschoenus sp.,Se,Nicol_2008,3
Boronia parviflora,ATl,Nicol_2008,3
Bossiaea prostrata,Tdr,Nicol_2008,3
Brachycome angustifolia var. angustifolia,Tda,Nicol_2008,3
Brachyloma ciliatum,Tdr,Nicol_2008,3
Brachyloma ericoides ssp.,Tdr,Nicol_2008,3
Brachyloma ericoides ssp. ericoides,Tdr,Nicol_2008,3
Brachyloma sp.,Tdr,Nicol_2008,3
Brachyscome basaltica var. gracilis,Tda,Nicol_2008,3
Brachyscome perpusilla,Tdr,Nicol_2008,3
Briza maxima,Tdr,Nicol_2008,3
Briza minor,Tdr,Nicol_2008,3
Bromus diandrus,Tdr,Nicol_2008,3
Bromus hordeaceus ssp. hordeaceus,Tdr,Nicol_2008,3
Bromus sp.,Tdr,Nicol_2008,3
Brunonia australis,Tdr,Nicol_2008,3
Burchardia umbellata,Tdr,Nicol_2008,3
Bursaria spinosa ssp.,Tdr,Nicol_2008,3
Bursaria spinosa ssp. spinosa,Tdr,Nicol_2008,3
Caesia calliantha,Tdr,Nicol_2008,3
Caladenia argocalla,Tdr,Nicol_2008,3
Caladenia dilatata(NC),Tdr,Nicol_2008,3
Caladenia latifolia,Tda,Nicol_2008,3
Caladenia tentaculata,Tda,Nicol_2008,3
Caleana major,Tdr,Nicol_2008,3
Callistachys lanceolata,Tdr,Nicol_2008,3
Callistemon rugulosus,ATw,Nicol_2008,3
Callistemon rugulosus var. rugulosus,Tdr,Nicol_2008,3
Callistemon sieberi,ATw,Nicol_2008,3
Callistemon sp.,Tdr,Nicol_2008,3
Callitriche sonderi,ARp,Nicol_2008,3
Callitriche sp.,ATl,Nicol_2008,3
Callitriche stagnalis,ARp,Nicol_2008,3
Callitriche umbonata,ARp,Nicol_2008,3
Calochilus robertsonii,Tdr,Nicol_2008,3
Calotis cuneifolia,Tda,Nicol_2008,3
Calotis plumulifera,Tda,Nicol_2008,3
Calotis porphyroglossa,Tda,Nicol_2008,3
Calotis scapigera,Tda,Nicol_2008,3
Calystegia sepium,ATe,Nicol_2008,3
Calystegia sepium,ATe,Nicol_2008,3
Calytrix tetragona,Tdr,Nicol_2008,3
Cardamine tenuifolia,Tda,Nicol_2008,3
Carduus tenuiflorus,Tdr,Nicol_2008,3
Carex appressa,ATe,Nicol_2008,3
Carex breviculmis,ATl,Nicol_2008,3
Carex divisa,ATe,Nicol_2008,3
Carex fascicularis,ATe,Nicol_2008,3
Carex gaudichaudiana,ATe,Nicol_2008,3
Carex gunniana,ATe,Nicol_2008,3
Carex inversa var.,Tda,Nicol_2008,3
Carex sp.,ATe,Nicol_2008,3
Carex tereticaulis,Tda,Nicol_2008,3
Carpobrotus modestus/rossii,Tdr,Nicol_2008,3
Carpobrotus rossii,Tdr,Nicol_2008,3
Carpobrotus rossii,Tdr,Nicol_2008,3
Cassytha glabella f. dispar,Tdr,Nicol_2008,3
Cassytha melantha,Tdr,Nicol_2008,3
Cassytha pubescens,Tdr,Nicol_2008,3
Cassytha sp.,Tdr,Nicol_2008,3
Centaurea calcitrapa,Tda,Nicol_2008,3
Centaurium erythraea,Tda,Nicol_2008,3
Centella asiatica,ARp,Nicol_2008,3
Centella cordifolia,ATe,Nicol_2008,3
Centella cordifolia(NC),ATe,Nicol_2008,3
Centella sp.,ATe,Nicol_2008,3
Centipeda minima,ATl,Nicol_2008,3
Centrolepis aristata,Tdr,Nicol_2008,3
Centrolepis fascicularis,ATl,Nicol_2008,3
Centrolepis sp.,Tdr,Nicol_2008,3
Centrolepis strigosa ssp. strigosa,Tdr,Nicol_2008,3
Cerastium balearicum,Tdr,Nicol_2008,3
Cerastium glomeratum,Tdr,Nicol_2008,3
Ceratophyllum demersum,Sk,Nicol_2008,3
Chamaescilla corymbosa var. corymbosa,Tda,Nicol_2008,3
Chara sp.,Sr,Nicol_2008,3
Cheilanthes austrotenuifolia,Tdr,Nicol_2008,3
Chenopodium auricomum,Tdr,Nicol_2008,3
Chenopodium glaucum,Tda,Nicol_2008,3
Chenopodium nitrariaceum,Tdr,Nicol_2008,3
Choretrum glomeratum,Tdr,Nicol_2008,3
Chorizandra australis,ATe,Nicol_2008,3
Chorizandra enodis,ATe,Nicol_2008,3
Chrysanthemoides monilifera ssp. monilifera,Tdr,Nicol_2008,3
Chrysocephalum baxteri,Tda,Nicol_2008,3
Cicendia filiformis,Tda,Nicol_2008,3
Cirsium sp.,Tdr,Nicol_2008,3
Cirsium vulgare,Tdr,Nicol_2008,3
Cladium procerum,Tda,Nicol_2008,3
Clematis microphylla,Tdr,Nicol_2008,3
Clematis microphylla,Tdr,Nicol_2008,3
Comesperma calymega,Tdr,Nicol_2008,3
Compositae sp.,Tdr,Nicol_2008,3
Conyza albida,Tda,Nicol_2008,3
Conyza bonariensis,Tda,Nicol_2008,3
Conyza sp.,Tdr,Nicol_2008,3
Coprosma repens,Tdr,Nicol_2008,3
Correa aemula,Tdr,Nicol_2008,3
Correa aemula s.str.,Tdr,Nicol_2008,3
Correa calycina,Tdr,Nicol_2008,3
Correa eburnea,Tdr,Nicol_2008,3
Corybas diemenicus(NC),Tdr,Nicol_2008,3
Corybas dilatatus,Tdr,Nicol_2008,3
Cotula australis,ARp,Nicol_2008,3
Cotula coronopifolia,ARp,Nicol_2008,3
Cotula vulgaris var. australasica,Tda,Nicol_2008,3
Craspedia glauca,Tdr,Nicol_2008,3
Crassula closiana,Tdr,Nicol_2008,3
Crassula decumbens var. decumbens,Tdr,Nicol_2008,3
Crassula helmsii,ATl,Nicol_2008,3
Crassula natans var. minus,ATl,Nicol_2008,3
Crassula peduncularis,ATl,Nicol_2008,3
Crassula sp.,Tdr,Nicol_2008,3
Cratystylis conocephala,Tdr,Nicol_2008,3
Crepis foetida ssp. foetida,Tdr,Nicol_2008,3
Cruciferae sp.,Tdr,Nicol_2008,3
Cryptandra hispidula,Tdr,Nicol_2008,3
Cryptostylis subulata,ATe,Nicol_2008,3
Cynara cardunculus ssp. flavescens,Tdr,Nicol_2008,3
